Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
225,20,3,103.0,13472,20,30,3,0,4,0,16,2,2,0,2,10,5,2003,2003,3,1,12,13,1,922.0,50,30,2,50,30,40,60,56,10,0,2336,2392,1,50,10,4,2392,0,0,2392,0,0,2,0,3,1,50,8,6,1,50,1,16,30,3,968,30,30,20,248,105,0,0,0,0,0,6,2009,8,4,386250
226,160,4,21.0,1680,20,30,3,0,4,0,2,2,2,3,5,5,5,1971,1971,1,1,6,6,1,142.0,30,30,1,30,30,10,10,0,10,0,630,630,1,30,10,4,630,672,0,1302,0,0,2,1,3,1,30,6,6,0,0,5,28,10,1,280,30,30,20,0,0,0,0,0,0,0,5,2009,0,0,112000
227,60,3,82.0,9950,20,20,3,0,4,0,15,2,2,0,5,7,5,1995,1995,1,1,12,13,1,290.0,40,30,2,40,30,10,60,565,10,0,638,1203,1,50,10,4,1214,1306,0,2520,0,0,2,1,4,1,40,9,6,1,30,1,24,20,3,721,30,30,20,224,114,0,0,0,0,0,6,2007,8,0,290000
228,160,4,21.0,1869,20,30,3,0,4,0,2,2,2,3,5,6,6,1970,1970,1,1,6,6,1,127.0,30,30,1,30,30,10,30,321,10,0,162,483,1,30,10,4,483,504,0,987,0,0,1,1,2,1,30,5,6,0,0,5,32,10,1,280,30,30,20,0,0,0,0,0,0,0,9,2008,8,4,106000
229,20,3,70.0,8521,20,30,3,0,2,0,19,1,2,0,2,5,5,1967,1967,1,1,6,6,3,0.0,30,30,1,30,30,10,50,842,10,0,70,912,1,30,10,4,912,0,0,912,0,0,1,0,3,1,30,5,6,1,20,5,45,10,1,336,30,30,20,0,0,0,0,0,0,0,5,2010,8,4,125000
230,120,3,43.0,3182,20,30,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,16.0,40,30,2,40,30,30,60,16,10,0,1357,1373,1,50,10,4,1555,0,0,1555,0,0,2,0,2,1,40,7,6,1,30,1,14,30,2,430,30,30,20,143,20,0,0,0,0,0,5,2009,8,4,192500
231,20,3,73.0,8760,20,30,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,1,8,8,1,220.0,30,30,1,30,30,10,10,0,10,0,1194,1194,1,30,10,4,1194,0,0,1194,1,0,1,0,3,1,30,6,6,0,0,1,60,20,1,312,30,30,20,0,0,120,0,0,0,0,4,2010,8,4,148000
232,60,3,174.0,15138,20,20,3,0,4,0,15,2,2,0,5,8,5,1995,1996,1,1,12,13,1,506.0,40,30,2,40,30,10,60,689,10,0,773,1462,1,50,10,4,1490,1304,0,2794,1,0,2,1,4,1,50,9,6,1,30,1,24,30,3,810,30,30,20,0,146,202,0,0,0,0,7,2009,8,4,403000
233,160,4,21.0,1680,20,30,3,0,4,0,2,2,2,3,5,6,5,1972,1972,1,1,6,6,1,297.0,30,30,1,30,30,10,10,0,10,0,483,483,1,30,10,4,483,504,0,987,0,0,1,1,2,1,30,5,6,1,10,1,47,10,1,288,30,30,20,0,0,0,0,0,0,0,6,2006,8,4,94500
234,20,3,75.0,10650,20,30,3,0,0,0,5,2,2,0,2,5,6,1976,1976,1,1,6,6,3,0.0,30,30,1,30,40,30,20,182,50,712,0,894,1,30,10,4,894,0,0,894,1,0,1,0,3,1,30,5,6,0,0,1,43,10,1,308,30,30,20,365,0,0,0,0,0,0,2,2010,8,4,128200
235,60,3,0.0,7851,20,30,3,0,4,0,8,2,2,0,5,6,5,2002,2002,1,1,12,13,2,0.0,40,30,2,40,30,10,60,625,10,0,235,860,1,50,10,4,860,1100,0,1960,1,0,2,1,4,1,40,8,6,2,30,3,17,30,2,440,30,30,20,288,48,0,0,0,0,0,5,2010,8,4,216500
236,160,4,21.0,1680,20,30,3,0,4,0,2,2,2,4,5,6,3,1971,1971,1,1,6,6,1,604.0,30,30,1,30,30,10,50,358,10,0,125,483,1,30,10,4,483,504,0,987,0,0,1,1,2,1,30,5,6,0,0,5,48,10,1,264,30,30,20,0,0,0,0,0,0,0,8,2008,8,4,89500
237,20,3,65.0,8773,20,30,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,98.0,40,30,2,40,30,30,60,24,10,0,1390,1414,1,50,10,4,1414,0,0,1414,0,0,2,0,3,1,40,6,6,0,0,1,15,20,2,494,30,30,20,132,105,0,0,0,0,0,5,2010,8,4,185500
238,60,3,0.0,9453,20,20,3,0,1,0,20,7,2,0,5,7,7,1993,2003,1,1,6,6,3,0.0,40,30,2,40,30,10,40,402,10,0,594,996,1,50,10,4,1014,730,0,1744,0,0,2,1,3,1,40,7,6,0,0,1,26,20,2,457,30,30,20,370,70,0,238,0,0,0,2,2010,8,4,194500
239,20,3,93.0,12030,20,30,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,1,254.0,50,30,2,50,30,10,10,0,10,0,1694,1694,1,50,10,4,1694,0,0,1694,0,0,2,0,3,1,40,7,6,0,0,1,12,30,3,818,30,30,20,168,228,0,0,0,0,0,12,2007,6,5,318000
240,50,3,52.0,8741,20,30,3,0,4,0,7,2,2,0,0,6,4,1945,1950,1,1,12,13,3,0.0,30,30,1,30,20,10,20,94,10,0,641,735,1,30,10,0,798,689,0,1487,0,0,1,1,3,1,30,7,6,1,40,5,70,10,1,220,30,30,20,0,140,0,0,0,0,0,4,2010,8,4,113000
241,20,1,75.0,9000,20,30,3,0,4,0,21,2,2,0,2,8,5,2008,2008,1,1,12,13,4,36.0,40,30,2,40,30,30,60,1078,10,0,488,1566,1,50,10,4,1566,0,0,1566,1,0,2,0,3,1,40,7,6,0,0,1,11,20,2,750,30,30,20,144,168,0,0,0,0,0,4,2010,8,4,262500
242,30,4,40.0,3880,20,30,3,0,4,0,17,2,2,0,2,5,9,1945,1997,1,1,12,13,3,0.0,30,40,1,30,30,10,50,329,10,0,357,686,1,40,10,4,866,0,0,866,0,0,1,0,2,1,40,4,6,0,0,6,0,0,0,0,0,0,20,58,42,0,0,0,0,0,8,2007,8,4,110500
243,50,4,63.0,5000,20,30,3,0,0,0,17,2,2,0,0,5,4,1900,1950,1,1,13,14,3,0.0,30,30,0,30,30,10,10,0,10,0,540,540,1,40,0,0,889,551,0,1440,0,0,1,0,3,1,30,6,6,0,0,1,79,10,1,352,20,30,20,0,0,77,0,0,0,0,4,2006,8,4,79000
244,160,3,75.0,10762,20,30,3,0,0,0,20,2,2,4,5,6,6,1980,1980,1,1,9,10,3,0.0,30,30,1,40,30,10,10,0,10,0,626,626,1,30,10,4,626,591,0,1217,0,0,1,1,3,1,30,6,6,1,30,1,39,20,1,288,30,30,20,0,28,0,0,0,0,0,4,2009,8,4,120000
245,60,3,0.0,8880,20,20,3,0,4,0,20,2,2,0,5,7,5,1994,2002,1,1,12,13,3,0.0,40,30,2,40,30,10,60,695,10,0,253,948,1,50,10,4,1222,888,0,2110,1,0,2,1,3,1,40,8,6,2,20,1,25,20,2,463,30,30,20,0,130,0,0,0,0,0,5,2010,8,4,205000
246,20,3,80.0,10400,20,30,3,0,4,0,14,2,2,0,2,7,5,1988,1988,1,1,13,14,1,102.0,30,30,1,40,30,30,60,929,10,0,916,1845,1,40,10,4,1872,0,0,1872,0,1,2,0,3,1,30,6,6,1,30,1,31,30,2,604,30,30,20,197,39,0,0,0,0,0,6,2006,8,4,241500
247,190,4,69.0,9142,20,30,3,0,4,0,17,2,2,1,5,6,8,1910,1950,1,1,0,0,3,0.0,30,20,4,20,30,10,10,0,10,0,1020,1020,1,40,0,2,908,1020,0,1928,0,0,2,0,4,2,20,9,6,0,0,5,109,10,1,440,10,10,20,0,60,112,0,0,0,0,4,2006,8,4,137000
248,20,3,75.0,11310,20,30,3,0,4,0,12,2,2,0,2,6,5,1954,1954,3,1,13,3,3,0.0,30,30,1,30,30,10,10,0,10,0,1367,1367,1,50,10,4,1375,0,0,1375,0,0,1,0,2,1,30,5,6,1,30,1,65,10,2,451,30,30,20,0,30,0,0,0,0,0,6,2006,8,4,140000
249,60,3,72.0,11317,20,30,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,101.0,40,30,2,40,30,10,10,0,10,0,840,840,1,50,10,4,840,828,0,1668,0,0,2,1,3,1,40,8,6,0,0,1,16,20,2,500,30,30,20,144,68,0,0,0,0,0,9,2007,8,4,180000
250,50,3,0.0,159000,20,10,2,0,1,2,4,2,2,0,0,6,7,1958,2006,1,1,13,6,0,472.0,40,30,1,40,30,40,30,697,10,0,747,1444,1,40,10,4,1444,700,0,2144,0,1,2,0,4,1,40,7,6,2,30,1,61,30,2,389,30,30,20,0,98,0,0,0,0,500,6,2007,8,4,277000
251,30,3,55.0,5350,20,20,3,0,4,0,3,2,2,0,2,3,2,1940,1966,1,1,13,10,3,0.0,30,10,1,30,30,10,10,0,10,0,728,728,1,50,10,4,1306,0,0,1306,0,0,1,0,3,1,20,6,4,0,0,6,0,0,0,0,0,0,20,263,0,0,0,0,0,450,5,2010,8,4,76500
252,120,4,44.0,4750,20,20,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,1,12,13,4,481.0,40,30,2,40,30,40,60,1573,10,0,0,1573,1,50,10,4,1625,0,0,1625,1,1,2,0,2,1,40,5,6,1,40,1,13,30,2,538,30,30,20,123,0,0,0,153,0,0,12,2007,8,3,235000
253,60,3,65.0,8366,20,20,3,0,4,0,20,2,2,0,5,6,5,2004,2004,1,1,12,13,3,0.0,40,30,2,40,30,10,10,0,10,0,798,798,1,50,10,4,798,842,0,1640,0,0,2,1,3,1,40,6,6,0,0,1,15,20,2,520,30,30,20,138,45,0,0,0,0,0,12,2008,8,4,173000
254,80,3,85.0,9350,20,30,3,0,4,0,12,2,2,0,7,6,7,1964,1991,3,1,6,6,1,108.0,30,30,1,40,30,40,20,270,50,580,452,1302,1,50,10,4,1302,0,0,1302,0,1,2,0,3,1,40,7,2,0,0,1,55,20,1,309,30,30,20,333,0,0,0,0,0,0,10,2007,1,4,158000
255,20,3,70.0,8400,20,30,3,0,4,0,12,2,2,0,2,5,6,1957,1957,1,1,8,8,3,0.0,30,40,1,30,30,10,30,922,10,0,392,1314,1,30,10,4,1314,0,0,1314,1,0,1,0,3,1,30,5,6,0,0,1,62,20,1,294,30,30,20,250,0,0,0,0,0,0,6,2010,8,4,145000
256,60,3,66.0,8738,20,20,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,1,302.0,40,30,2,40,30,10,10,0,10,0,975,975,1,50,10,4,1005,1286,0,2291,0,0,2,1,4,1,40,8,6,1,30,3,20,30,2,429,30,30,20,192,0,0,0,0,0,0,2,2006,8,4,230000
257,60,1,64.0,8791,20,20,3,0,4,0,21,2,2,0,5,6,5,2003,2003,1,1,12,13,3,0.0,40,30,2,40,30,10,30,503,10,0,361,864,1,50,10,4,864,864,0,1728,0,0,2,1,3,1,40,7,6,0,0,1,16,20,2,673,30,30,20,216,56,0,0,0,0,0,5,2008,8,4,207500
258,20,3,68.0,8814,20,30,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,12,13,4,180.0,40,30,2,40,30,10,60,1334,10,0,270,1604,1,50,10,4,1604,0,0,1604,1,0,2,1,3,1,40,8,6,1,40,1,13,20,2,660,30,30,20,123,110,0,0,0,0,0,3,2009,8,0,220000
259,60,3,80.0,12435,20,30,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,1,12,13,1,172.0,40,30,2,40,30,10,60,361,10,0,602,963,1,50,10,4,963,829,0,1792,0,0,2,1,3,1,40,7,6,1,30,1,18,20,2,564,30,30,20,0,96,0,245,0,0,0,5,2008,8,4,231500
260,20,4,70.0,12702,20,30,3,0,4,0,17,2,2,0,2,5,5,1956,1956,1,1,3,3,3,0.0,30,30,2,0,0,0,0,0,0,0,0,0,1,40,10,0,882,0,0,882,0,0,1,0,2,1,30,4,6,0,0,5,63,10,1,308,30,30,20,0,45,0,0,0,0,0,12,2008,8,4,97000
261,80,3,120.0,19296,20,30,3,0,0,0,12,0,2,0,7,6,5,1962,1962,1,1,13,14,1,399.0,30,30,1,30,30,40,30,672,50,690,0,1362,1,30,10,4,1382,0,0,1382,1,0,1,0,3,1,30,6,6,1,30,1,28,10,2,884,30,30,20,0,0,252,0,0,0,0,5,2009,8,4,176000
262,60,3,69.0,9588,20,20,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,5,5,4,270.0,40,30,2,50,30,10,10,0,10,0,1482,1482,1,50,10,4,1482,1092,0,2574,0,0,2,1,3,1,50,10,6,1,40,3,12,30,3,868,30,30,20,0,148,0,0,0,0,0,11,2007,6,5,276000
263,80,3,88.0,8471,20,20,3,0,0,0,19,2,2,0,7,6,7,1977,1995,1,1,6,10,1,46.0,30,30,1,40,40,30,50,506,10,0,0,506,1,30,10,4,1212,0,0,1212,1,0,1,0,3,1,30,6,6,1,30,1,41,10,2,492,30,30,20,292,12,0,0,0,0,0,7,2006,8,4,151000
264,50,4,50.0,5500,20,30,3,0,0,0,17,2,2,0,0,5,7,1929,2001,1,1,13,14,3,0.0,30,30,0,30,30,10,20,234,50,692,0,926,1,30,10,4,926,0,390,1316,1,0,1,0,3,1,30,6,6,0,0,5,45,10,2,484,30,30,20,0,0,0,0,0,0,0,4,2010,8,4,130000
265,30,4,30.0,5232,20,0,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,13,14,3,0.0,30,30,0,20,30,10,10,0,10,0,680,680,1,40,0,2,764,0,0,764,0,0,1,0,2,1,30,4,6,0,0,5,54,10,2,504,30,30,0,0,0,0,0,0,0,0,6,2008,8,4,73000
266,20,3,78.0,12090,20,20,3,0,4,0,14,2,2,0,2,6,6,1981,1981,1,1,8,8,1,210.0,30,40,1,40,30,10,60,588,20,228,606,1422,1,30,10,4,1422,0,0,1422,0,0,2,0,3,1,40,7,6,1,30,1,38,30,2,576,30,30,20,276,0,0,0,0,0,0,6,2008,8,4,175500
267,60,3,70.0,11207,20,20,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,3,0.0,30,30,2,40,30,30,60,714,10,0,88,802,1,40,10,4,802,709,0,1511,1,0,2,1,3,1,30,8,6,1,30,1,22,30,2,413,30,30,20,95,75,0,0,0,0,0,6,2006,8,4,185000
268,75,3,60.0,8400,20,30,0,0,4,1,18,2,2,0,3,5,8,1939,1997,1,1,13,14,3,0.0,30,30,2,30,30,10,20,378,10,0,342,720,1,50,10,4,1052,720,420,2192,0,0,2,1,4,1,40,8,6,1,40,5,80,10,1,240,30,30,20,262,24,0,0,0,0,0,7,2008,8,4,179500
269,30,4,71.0,6900,20,30,3,0,4,0,9,2,2,0,2,5,6,1940,1955,1,1,12,13,3,0.0,30,30,1,30,30,10,50,403,30,125,212,740,1,50,10,4,778,0,0,778,0,0,1,0,2,1,30,4,6,1,40,5,53,30,1,924,50,50,20,0,25,0,0,0,0,0,2,2008,8,4,120500
270,20,3,0.0,7917,20,20,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,1,6,6,1,174.0,30,40,1,30,40,10,40,751,10,0,392,1143,1,30,10,4,1113,0,0,1113,1,0,1,1,3,1,30,6,6,1,20,1,32,20,1,504,30,40,20,370,30,0,0,0,0,0,5,2007,8,4,148000
271,60,1,84.0,10728,20,30,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,3,0.0,40,30,2,40,30,20,10,0,10,0,1095,1095,1,40,10,4,1095,844,0,1939,0,0,2,1,3,1,40,8,6,1,40,1,13,20,3,1053,30,30,20,192,51,0,0,0,0,0,8,2006,6,5,266000
272,20,3,73.0,39104,20,20,2,0,1,2,4,2,2,0,2,7,7,1954,2005,0,2,9,10,3,0.0,30,30,1,40,30,40,20,226,60,1063,96,1385,1,50,10,4,1363,0,0,1363,1,0,1,0,2,1,30,5,4,2,30,1,65,10,2,439,30,30,20,81,0,0,0,0,0,0,4,2008,8,4,241500
273,60,3,92.0,11764,20,20,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,1,12,13,1,348.0,40,30,2,40,30,10,60,524,10,0,628,1152,1,50,10,4,1164,1106,0,2270,0,0,2,1,4,1,40,9,6,1,40,1,20,30,3,671,30,30,20,132,57,0,0,0,0,0,4,2010,8,4,290000
274,20,3,80.0,9600,20,30,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,1,13,14,0,183.0,30,30,1,30,30,10,30,620,20,620,0,1240,1,40,10,4,1632,0,0,1632,1,0,2,0,3,1,30,6,2,1,40,1,61,20,1,338,30,30,20,289,0,0,0,0,0,0,4,2009,8,4,139000
275,20,3,76.0,8314,20,30,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,1,6,7,3,0.0,30,30,1,30,30,40,50,546,10,0,270,816,1,30,10,4,816,0,0,816,0,0,1,0,2,1,30,5,6,0,0,1,37,10,1,264,30,30,20,168,0,0,0,0,0,0,6,2007,8,4,124500
276,50,3,55.0,7264,20,30,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,1,13,14,3,0.0,40,40,0,30,30,10,10,0,10,0,952,952,2,40,0,4,952,596,0,1548,0,0,2,1,3,1,50,5,6,0,0,5,41,10,2,672,30,30,20,74,0,0,0,144,0,0,10,2009,8,4,205000
277,20,3,129.0,9196,20,20,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,1,12,13,3,0.0,40,30,2,50,30,10,10,0,10,0,1560,1560,1,50,10,4,1560,0,0,1560,0,0,2,0,3,1,40,7,6,0,0,1,16,30,2,573,30,30,20,100,150,0,0,0,0,0,4,2010,8,4,201000
278,20,3,140.0,19138,20,30,3,0,0,0,8,2,2,0,2,4,5,1951,1951,1,1,12,13,3,0.0,30,30,1,30,30,10,20,120,10,0,744,864,1,50,10,4,864,0,0,864,0,0,1,0,2,1,30,4,6,0,0,5,68,10,2,400,30,30,20,0,0,0,0,0,0,0,6,2010,8,4,141000
279,20,3,107.0,14450,20,30,3,0,4,0,16,2,2,0,2,9,5,2006,2007,1,1,5,5,1,315.0,50,30,2,50,30,40,10,0,10,0,2121,2121,1,50,10,4,2121,0,0,2121,0,0,2,1,3,1,50,8,6,1,50,1,12,30,3,732,30,30,20,124,98,0,0,142,0,0,5,2007,6,5,415298
280,60,3,83.0,10005,20,30,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,9,10,1,299.0,30,30,1,40,30,10,40,392,10,0,768,1160,1,50,10,4,1156,866,0,2022,0,0,2,1,4,1,30,8,6,1,30,1,42,30,2,505,30,30,20,288,117,0,0,0,0,0,3,2008,8,4,192000
281,60,3,82.0,11287,20,30,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,1,9,10,1,340.0,40,30,1,40,30,30,60,421,10,0,386,807,1,40,10,4,1175,807,0,1982,0,0,2,1,3,1,40,7,6,1,30,1,30,30,2,575,30,30,20,0,84,0,196,0,0,0,1,2007,8,4,228500
282,20,1,60.0,7200,20,30,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,1,12,13,4,68.0,40,30,2,40,30,10,60,905,10,0,357,1262,1,40,10,4,1262,0,0,1262,0,0,2,0,2,1,40,5,6,0,0,1,13,30,2,572,30,30,20,0,120,0,0,0,0,0,5,2006,6,5,185000
283,120,3,34.0,5063,20,30,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,4,166.0,40,30,2,40,30,10,60,904,10,0,410,1314,1,50,10,4,1314,0,0,1314,1,0,2,0,2,1,40,6,6,1,40,1,11,20,2,626,30,30,20,172,62,0,0,0,0,0,4,2009,5,4,207500
284,20,3,74.0,9612,20,30,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,1,12,13,4,72.0,40,30,2,40,30,10,10,0,10,0,1468,1468,1,50,10,4,1468,0,0,1468,0,0,2,0,3,1,40,6,6,1,40,1,11,30,3,898,30,30,20,210,150,0,0,0,0,0,12,2009,6,5,244600
285,120,3,50.0,8012,20,30,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,1,9,7,3,0.0,40,30,2,40,30,10,60,430,10,0,1145,1575,1,40,10,4,1575,0,0,1575,1,0,2,0,2,1,40,5,6,0,0,1,27,20,2,529,30,30,20,0,0,52,0,0,0,0,7,2007,8,4,179200
286,160,1,35.0,4251,20,20,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,3,0.0,40,30,2,40,30,10,10,0,10,0,625,625,1,50,10,4,625,625,0,1250,0,0,2,1,2,1,40,5,6,0,0,5,13,20,2,528,30,30,20,0,54,0,0,0,0,0,6,2007,6,5,164700
287,50,3,77.0,9786,20,20,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,1,13,14,3,0.0,30,30,1,30,30,10,30,600,10,0,312,912,1,30,10,4,1085,649,0,1734,0,0,1,1,3,1,40,7,6,1,40,1,57,20,2,440,30,30,20,0,0,0,0,128,0,0,6,2006,8,4,159000
288,20,3,0.0,8125,20,20,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,3,0.0,30,30,1,30,30,10,40,614,10,0,244,858,1,30,10,4,858,0,0,858,0,0,1,0,3,1,30,5,6,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,2006,8,4,88000
289,20,3,0.0,9819,20,20,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,31.0,30,40,1,30,30,10,40,450,10,0,432,882,1,30,10,4,900,0,0,900,0,0,1,0,3,1,30,5,6,0,0,5,49,10,1,280,30,30,20,0,0,0,0,0,0,0,2,2010,8,4,122000
290,70,3,60.0,8730,20,30,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,13,14,3,0.0,30,30,0,30,30,10,10,0,10,0,698,698,1,50,10,0,698,698,0,1396,0,0,1,0,3,1,30,7,6,0,0,5,16,10,1,384,30,30,20,0,0,0,0,259,0,0,7,2007,8,4,153575
291,60,3,120.0,15611,20,30,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,12,13,3,0.0,40,30,2,40,30,30,10,0,10,0,1079,1079,1,50,10,4,1079,840,0,1919,0,0,2,1,3,1,40,8,6,1,40,1,13,20,2,685,40,30,20,0,51,0,0,0,0,0,7,2006,6,5,233230
292,190,3,55.0,5687,20,30,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,3,0.0,30,20,2,30,20,10,30,210,10,0,570,780,1,50,0,4,936,780,0,1716,1,0,2,0,6,1,20,9,6,0,0,6,0,0,0,0,0,0,0,0,184,0,0,0,0,0,3,2008,8,4,135900
293,50,3,60.0,11409,20,30,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,3,0.0,30,30,1,30,30,10,20,292,10,0,476,768,1,40,10,4,1148,568,0,1716,0,0,1,1,3,1,30,8,3,1,40,1,70,10,1,281,30,30,20,0,0,0,0,160,0,0,1,2009,8,4,131000
294,60,3,0.0,16659,20,20,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,34.0,30,30,1,30,30,10,50,795,10,0,0,795,1,20,10,4,1468,795,0,2263,1,0,2,1,3,1,40,9,6,1,30,1,42,30,2,539,30,30,20,0,250,0,0,0,0,0,3,2006,8,4,235000
295,20,3,80.0,9600,20,30,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,4,238.0,30,30,1,30,30,10,60,1285,10,0,131,1416,1,30,10,4,1644,0,0,1644,1,0,1,0,3,1,30,7,6,2,40,1,66,30,2,418,30,30,20,110,0,0,0,0,0,0,10,2009,8,4,167000
296,80,3,37.0,7937,20,20,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,3,0.0,30,30,1,30,30,30,60,819,10,0,184,1003,1,30,10,4,1003,0,0,1003,1,0,1,0,3,1,30,6,6,0,0,5,35,10,2,588,30,30,20,120,0,0,0,0,0,0,3,2006,8,4,142500
297,50,4,75.0,13710,20,30,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,3,0.0,30,30,1,30,30,10,40,420,10,0,490,910,1,30,10,0,910,648,0,1558,0,0,1,1,4,1,30,6,6,0,0,1,69,10,1,282,30,30,20,289,0,0,0,0,0,0,6,2007,8,4,152000
298,60,1,66.0,7399,20,20,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,1600.0,40,30,2,40,30,10,40,649,10,0,326,975,1,50,10,4,975,975,0,1950,0,0,2,1,3,1,40,7,6,1,30,5,22,20,2,576,30,30,20,0,10,0,0,198,0,0,6,2007,8,4,239000
299,60,3,90.0,11700,20,30,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,365.0,40,30,1,30,30,10,50,384,30,175,143,702,1,40,10,4,1041,702,0,1743,0,1,1,2,3,1,30,7,6,1,40,1,51,10,2,539,30,30,20,224,0,0,0,0,0,0,6,2007,8,4,175000
300,20,3,80.0,14000,20,30,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,3,0.0,30,40,1,30,30,10,10,0,10,0,1092,1092,1,50,10,4,1152,0,0,1152,0,1,1,0,3,1,40,6,6,1,40,1,69,10,1,300,30,30,20,0,36,0,0,0,0,0,8,2009,8,3,158500
301,190,3,90.0,15750,20,30,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56.0,30,30,1,30,30,20,40,841,10,0,324,1165,1,30,10,4,1336,0,0,1336,1,0,1,0,2,1,30,5,6,2,40,1,66,10,1,375,30,30,20,0,0,0,0,0,0,0,6,2006,8,4,157000
302,60,3,66.0,16226,20,0,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,3,0.0,40,30,2,40,30,10,60,281,10,0,747,1028,1,50,10,4,1210,1242,0,2452,0,0,2,1,4,1,40,9,6,1,30,3,21,30,2,683,30,30,20,208,50,0,0,0,0,0,5,2007,8,4,267000
303,20,3,118.0,13704,20,20,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,150.0,40,30,2,40,30,10,10,0,10,0,1541,1541,1,50,10,4,1541,0,0,1541,0,0,2,0,3,1,40,6,6,1,30,1,18,20,3,843,30,30,20,468,81,0,0,0,0,0,1,2006,8,4,205000
304,20,3,70.0,9800,20,30,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,3,0.0,30,30,2,30,30,10,50,894,10,0,0,894,1,30,10,4,894,0,0,894,1,0,1,0,3,1,30,5,6,0,0,1,44,10,2,552,30,30,20,256,0,0,0,0,0,0,7,2006,8,0,149900
305,75,4,87.0,18386,20,30,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,3,0.0,30,30,0,30,30,10,10,0,10,0,1470,1470,1,50,10,4,1675,1818,0,3493,0,0,3,0,3,1,40,10,6,1,50,1,16,10,3,870,30,30,20,302,0,0,0,0,0,0,5,2008,8,4,295000
